,0
SK_ID_CURR,277644.15678925585
TARGET,1.0
CODE_GENDER,0.5769501054111033
FLAG_OWN_CAR,0.31396892324510034
FLAG_OWN_REALTY,0.29444834855938157
CNT_CHILDREN,0.45756227063324745
AMT_INCOME_TOTAL,175660.5460295151
AMT_CREDIT,558025.3763176388
AMT_ANNUITY,26691.772312016867
AMT_GOODS_PRICE,489655.45888966974
REGION_POPULATION_RELATIVE,0.019084732724290687
DAYS_BIRTH,-15027.31178261888
DAYS_EMPLOYED,-1879.382915593035
DAYS_REGISTRATION,-4478.798079175451
DAYS_ID_PUBLISH,-2747.3236511282894
FLAG_MOBIL,1.0
FLAG_EMP_PHONE,0.8761614741938003
FLAG_WORK_PHONE,0.22737565393925196
FLAG_CONT_MOBILE,0.999375341610057
FLAG_PHONE,0.2504099320684001
FLAG_EMAIL,0.06527680174904349
CNT_FAM_MEMBERS,2.1881783399703285
REGION_RATING_CLIENT,2.156398844381979
REGION_RATING_CLIENT_W_CITY,2.13742484578746
HOUR_APPR_PROCESS_START,11.722261263371594
REG_REGION_NOT_LIVE_REGION,0.014913719059889124
REG_REGION_NOT_WORK_REGION,0.05184664636526899
LIVE_REGION_NOT_WORK_REGION,0.04021238385258062
REG_CITY_NOT_LIVE_CITY,0.11392207386585461
REG_CITY_NOT_WORK_CITY,0.29608807683298194
LIVE_CITY_NOT_WORK_CITY,0.21816194268759273
EXT_SOURCE_1,0.46072406354546885
EXT_SOURCE_2,0.4121833856481226
EXT_SOURCE_3,0.4117563168760421
APARTMENTS_AVG,0.09411640118685727
BASEMENTAREA_AVG,0.07747277270243552
YEARS_BEGINEXPLUATATION_AVG,0.9789196533144674
ELEVATORS_AVG,0.024275349418286983
ENTRANCES_AVG,0.1396807683297884
FLOORSMAX_AVG,0.18224743499649926
LANDAREA_AVG,0.05302603263840194
LIVINGAREA_AVG,0.08201006480831492
NONLIVINGAREA_AVG,0.01173934567033771
APARTMENTS_MODE,0.09186323885374349
BASEMENTAREA_MODE,0.07650307644255978
YEARS_BEGINEXPLUATATION_MODE,0.9786696337938809
ELEVATORS_MODE,0.02305239322245664
ENTRANCES_MODE,0.13794139923476206
FLOORSMAX_MODE,0.1807772936675377
LANDAREA_MODE,0.05124857499804405
LIVINGAREA_MODE,0.08136129460450604
NONLIVINGAREA_MODE,0.009639806355897491
APARTMENTS_MEDI,0.09373256812681145
BASEMENTAREA_MEDI,0.0771107128913969
YEARS_BEGINEXPLUATATION_MEDI,0.9789396970405554
ELEVATORS_MEDI,0.024008745217459306
ENTRANCES_MEDI,0.13943939251968418
FLOORSMAX_MEDI,0.1821127117982482
LANDAREA_MEDI,0.05365510267821775
LIVINGAREA_MEDI,0.08281854454594588
NONLIVINGAREA_MEDI,0.011316178652298451
TOTALAREA_MODE,0.07767040680878465
OBS_30_CNT_SOCIAL_CIRCLE,1.5797610681658467
DEF_30_CNT_SOCIAL_CIRCLE,0.1954399937534161
OBS_60_CNT_SOCIAL_CIRCLE,1.5619583040524714
DEF_60_CNT_SOCIAL_CIRCLE,0.13820566877488874
DAYS_LAST_PHONE_CHANGE,-889.8587491215742
FLAG_DOCUMENT_2,0.00023424689622862497
FLAG_DOCUMENT_3,0.791364097759038
FLAG_DOCUMENT_4,0.0
FLAG_DOCUMENT_5,0.013508237682517374
FLAG_DOCUMENT_6,0.05824939486218474
FLAG_DOCUMENT_7,0.00023424689622862497
FLAG_DOCUMENT_8,0.07347544311704536
FLAG_DOCUMENT_9,0.0028109627547434997
FLAG_DOCUMENT_10,0.0
FLAG_DOCUMENT_11,0.0010150698836573749
FLAG_DOCUMENT_12,0.0
FLAG_DOCUMENT_13,0.0005465760912001249
FLAG_DOCUMENT_14,0.00046849379245724994
FLAG_DOCUMENT_15,0.00031232919497149996
FLAG_DOCUMENT_16,0.0028109627547434997
FLAG_DOCUMENT_17,0.0
FLAG_DOCUMENT_18,0.0020301397673147497
FLAG_DOCUMENT_19,0.00031232919497149996
FLAG_DOCUMENT_20,0.00039041149371437495
FLAG_DOCUMENT_21,0.00023424689622862497
AMT_REQ_CREDIT_BUREAU_HOUR,0.005856172405715624
AMT_REQ_CREDIT_BUREAU_DAY,0.007417818380573124
AMT_REQ_CREDIT_BUREAU_WEEK,0.030686343405949872
AMT_REQ_CREDIT_BUREAU_MON,0.20746466775981884
AMT_REQ_CREDIT_BUREAU_QRT,0.2603263840087452
AMT_REQ_CREDIT_BUREAU_YEAR,2.497071913797142
NAME_CONTRACT_TYPE_Cash loans,0.9465917076598735
NAME_CONTRACT_TYPE_Revolving loans,0.05340829234012649
NAME_TYPE_SUITE_Children,0.008823299757944873
NAME_TYPE_SUITE_Family,0.12360427890997111
NAME_TYPE_SUITE_Group of people,0.0008589052861716249
NAME_TYPE_SUITE_Other_A,0.0024986335597719997
NAME_TYPE_SUITE_Other_B,0.0057000078082298745
"NAME_TYPE_SUITE_Spouse, partner",0.035605528226751
NAME_TYPE_SUITE_Unaccompanied,0.8211915358788163
NAME_INCOME_TYPE_Businessman,0.0
NAME_INCOME_TYPE_Commercial associate,0.21152494729444835
NAME_INCOME_TYPE_Maternity leave,7.808229874287499e-05
NAME_INCOME_TYPE_Pensioner,0.12337003201374248
NAME_INCOME_TYPE_State servant,0.05012883579292574
NAME_INCOME_TYPE_Student,0.0
NAME_INCOME_TYPE_Unemployed,0.00039041149371437495
NAME_INCOME_TYPE_Working,0.6145076911064262
NAME_EDUCATION_TYPE_Academic degree,7.808229874287499e-05
NAME_EDUCATION_TYPE_Higher education,0.15600843288826424
NAME_EDUCATION_TYPE_Incomplete higher,0.03388771765440775
NAME_EDUCATION_TYPE_Lower secondary,0.016631529632232373
NAME_EDUCATION_TYPE_Secondary / secondary special,0.7933942375263527
NAME_FAMILY_STATUS_Civil marriage,0.11985632857031311
NAME_FAMILY_STATUS_Married,0.6107597407667682
NAME_FAMILY_STATUS_Separated,0.06410556726790037
NAME_FAMILY_STATUS_Single / not married,0.16600296712735224
NAME_FAMILY_STATUS_Unknown,0.0
NAME_FAMILY_STATUS_Widow,0.03927539626766612
NAME_HOUSING_TYPE_Co-op apartment,0.0035917857421722496
NAME_HOUSING_TYPE_House / apartment,0.8603888498477396
NAME_HOUSING_TYPE_Municipal apartment,0.03935347856640899
NAME_HOUSING_TYPE_Office apartment,0.006402748496915749
NAME_HOUSING_TYPE_Rented apartment,0.02233153744046225
NAME_HOUSING_TYPE_With parents,0.06793159990630124
OCCUPATION_TYPE_Accountants,0.018193175607089874
OCCUPATION_TYPE_Cleaning staff,0.017178105723432497
OCCUPATION_TYPE_Cooking staff,0.02475208870149137
OCCUPATION_TYPE_Core staff,0.0696494104786445
OCCUPATION_TYPE_Drivers,0.08526587022721949
OCCUPATION_TYPE_HR staff,0.0015616459748574998
OCCUPATION_TYPE_High skill tech staff,0.026938393066291873
OCCUPATION_TYPE_IT staff,0.0010931521824002499
OCCUPATION_TYPE_Laborers,0.23643320059342546
OCCUPATION_TYPE_Low-skill Laborers,0.015226048254860623
OCCUPATION_TYPE_Managers,0.056531584289841494
OCCUPATION_TYPE_Medicine staff,0.023346607324119622
OCCUPATION_TYPE_Private service staff,0.006480830795658624
OCCUPATION_TYPE_Realty agents,0.0024986335597719997
OCCUPATION_TYPE_Sales staff,0.12165222144139924
OCCUPATION_TYPE_Secretaries,0.0036698680409151243
OCCUPATION_TYPE_Security staff,0.028656203638635122
OCCUPATION_TYPE_Waiters/barmen staff,0.005621925509486999
WEEKDAY_APPR_PROCESS_START_FRIDAY,0.16475365034746622
WEEKDAY_APPR_PROCESS_START_MONDAY,0.1545248692121496
WEEKDAY_APPR_PROCESS_START_SATURDAY,0.11134535800733973
WEEKDAY_APPR_PROCESS_START_SUNDAY,0.05418911532755524
WEEKDAY_APPR_PROCESS_START_THURSDAY,0.16163035839775122
WEEKDAY_APPR_PROCESS_START_TUESDAY,0.18528929491684235
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,0.1682673537908956
ORGANIZATION_TYPE_Advertising,0.0008589052861716249
ORGANIZATION_TYPE_Agriculture,0.010306863434059498
ORGANIZATION_TYPE_Bank,0.004763020223315375
ORGANIZATION_TYPE_Business Entity Type 1,0.019598656984461622
ORGANIZATION_TYPE_Business Entity Type 2,0.034980869836807996
ORGANIZATION_TYPE_Business Entity Type 3,0.25368938861560086
ORGANIZATION_TYPE_Cleaning,0.0008589052861716249
ORGANIZATION_TYPE_Construction,0.03224798938080737
ORGANIZATION_TYPE_Culture,0.0008589052861716249
ORGANIZATION_TYPE_Electricity,0.0024205512610291245
ORGANIZATION_TYPE_Emergency,0.0018739751698289998
ORGANIZATION_TYPE_Government,0.02725072226126337
ORGANIZATION_TYPE_Hotel,0.0024205512610291245
ORGANIZATION_TYPE_Housing,0.00890138205668775
ORGANIZATION_TYPE_Industry: type 1,0.005075349418286875
ORGANIZATION_TYPE_Industry: type 10,0.00031232919497149996
ORGANIZATION_TYPE_Industry: type 11,0.009369875849144999
ORGANIZATION_TYPE_Industry: type 12,0.0005465760912001249
ORGANIZATION_TYPE_Industry: type 13,0.00031232919497149996
ORGANIZATION_TYPE_Industry: type 2,0.0014054813773717498
ORGANIZATION_TYPE_Industry: type 3,0.014132896072460373
ORGANIZATION_TYPE_Industry: type 4,0.0040602795346294995
ORGANIZATION_TYPE_Industry: type 5,0.0017958928710861248
ORGANIZATION_TYPE_Industry: type 6,0.00023424689622862497
ORGANIZATION_TYPE_Industry: type 7,0.0038260326384008743
ORGANIZATION_TYPE_Industry: type 8,7.808229874287499e-05
ORGANIZATION_TYPE_Industry: type 9,0.01015069883657375
ORGANIZATION_TYPE_Insurance,0.0013273990786288748
ORGANIZATION_TYPE_Kindergarten,0.0190520808932615
ORGANIZATION_TYPE_Legal Services,0.0007808229874287499
ORGANIZATION_TYPE_Medicine,0.030920590302178495
ORGANIZATION_TYPE_Military,0.005231514015772624
ORGANIZATION_TYPE_Mobile,0.0010150698836573749
ORGANIZATION_TYPE_Other,0.049113765909268366
ORGANIZATION_TYPE_Police,0.004919184820801124
ORGANIZATION_TYPE_Postal,0.006793159990630124
ORGANIZATION_TYPE_Realtor,0.0019520574685718748
ORGANIZATION_TYPE_Religion,0.00031232919497149996
ORGANIZATION_TYPE_Restaurant,0.007730147575544624
ORGANIZATION_TYPE_School,0.021706879050519247
ORGANIZATION_TYPE_Security,0.013195908487545873
ORGANIZATION_TYPE_Security Ministries,0.0033575388459436244
ORGANIZATION_TYPE_Self-employed,0.1598344655266651
ORGANIZATION_TYPE_Services,0.004997267119543999
ORGANIZATION_TYPE_Telecom,0.0023424689622862497
ORGANIZATION_TYPE_Trade: type 1,0.0010150698836573749
ORGANIZATION_TYPE_Trade: type 2,0.005621925509486999
ORGANIZATION_TYPE_Trade: type 3,0.013195908487545873
ORGANIZATION_TYPE_Trade: type 4,0.00015616459748574998
ORGANIZATION_TYPE_Trade: type 5,7.808229874287499e-05
ORGANIZATION_TYPE_Trade: type 6,0.0014054813773717498
ORGANIZATION_TYPE_Trade: type 7,0.030686343405949872
ORGANIZATION_TYPE_Transport: type 1,0.00023424689622862497
ORGANIZATION_TYPE_Transport: type 2,0.006558913094401499
ORGANIZATION_TYPE_Transport: type 3,0.007886312173030374
ORGANIZATION_TYPE_Transport: type 4,0.020067150776918872
ORGANIZATION_TYPE_University,0.0024205512610291245
ORGANIZATION_TYPE_XNA,0.12376044350745687
FONDKAPREMONT_MODE_not specified,0.01733427032091825
FONDKAPREMONT_MODE_org spec account,0.012727414695088623
FONDKAPREMONT_MODE_reg oper account,0.21058795970953384
FONDKAPREMONT_MODE_reg oper spec account,0.03240415397829312
HOUSETYPE_MODE_block of flats,0.4245334582650113
HOUSETYPE_MODE_specific housing,0.006558913094401499
HOUSETYPE_MODE_terraced house,0.004294526430858124
WALLSMATERIAL_MODE_Block,0.025454829390177246
WALLSMATERIAL_MODE_Mixed,0.007261653783087374
WALLSMATERIAL_MODE_Monolithic,0.0037479503396579995
WALLSMATERIAL_MODE_Others,0.004997267119543999
WALLSMATERIAL_MODE_Panel,0.16975091746701024
"WALLSMATERIAL_MODE_Stone, brick",0.19661122823455923
WALLSMATERIAL_MODE_Wooden,0.020613726868118996
EMERGENCYSTATE_MODE_No,0.4517060982275318
EMERGENCYSTATE_MODE_Yes,0.008120559069258999
DAYS_EMPLOYED_PERC,0.13128161459736967
INCOME_CREDIT_PERC,0.42047832567357774
INCOME_PER_PERSON,94773.11177136873
ANNUITY_INCOME_PERC,0.18144502644560265
PAYMENT_RATE,0.055111558833600395
PREV_AMT_ANNUITY_MIN,11576.532684469432
PREV_AMT_ANNUITY_MAX,16175.852615952212
PREV_AMT_ANNUITY_MEAN,13858.709361773837
PREV_AMT_APPLICATION_MIN,100805.27959592415
PREV_AMT_APPLICATION_MAX,220732.6037912857
PREV_AMT_APPLICATION_MEAN,153248.9582905132
PREV_AMT_CREDIT_MIN,115184.09176036545
PREV_AMT_CREDIT_MAX,251113.21807097684
PREV_AMT_CREDIT_MEAN,174659.6048841542
PREV_APP_CREDIT_PERC_MIN,0.901763843421395
PREV_APP_CREDIT_PERC_MAX,0.9825344251769838
PREV_APP_CREDIT_PERC_MEAN,0.9442298605200311
PREV_AMT_GOODS_PRICE_MIN,150205.291921996
PREV_AMT_GOODS_PRICE_MAX,237297.4606078705
PREV_AMT_GOODS_PRICE_MEAN,192078.43545090302
PREV_HOUR_APPR_PROCESS_START_MIN,11.556961036932927
PREV_HOUR_APPR_PROCESS_START_MAX,12.983056141172796
PREV_HOUR_APPR_PROCESS_START_MEAN,12.258847405251714
PREV_DAYS_DECISION_MIN,-981.8781916139611
PREV_DAYS_DECISION_MAX,-663.038572655579
PREV_DAYS_DECISION_MEAN,-811.259136576706
PREV_CNT_PAYMENT_MEAN,15.769779733553468
PREV_CNT_PAYMENT_SUM,22.652143359100492
PREV_NAME_CONTRACT_TYPE_Cash loans_MEAN,0.39596003126689455
PREV_NAME_CONTRACT_TYPE_Consumer loans_MEAN,0.4665772247758658
PREV_NAME_CONTRACT_TYPE_Revolving loans_MEAN,0.13697863370503288
PREV_NAME_CONTRACT_TYPE_XNA_MEAN,0.00048411025220582496
PREV_NAME_CONTRACT_TYPE_nan_MEAN,0.0
PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN,0.15052101105040874
PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN,0.15251422076790985
PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY_MEAN,0.1404736419025478
PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY_MEAN,0.0983785552829825
PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_MEAN,0.15304648610457877
PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY_MEAN,0.15513574641004912
PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_MEAN,0.14993033848152093
